"","SMILES","E","HOMO-LUMO gap"
"9440","CN(CCF)CC1=CC=CC2=CC=CC=C21",179.37,4.7356284
"9441","C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)F",34.884,5.651517
"9442","C1C(C(C(C(=C1Cl)Cl)Cl)Cl)Cl",69.936,5.8572246
"9443","C1=CC(=C(C=C1Cl)Cl)C(F)(F)F",60.558,5.9647041
"9444","C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N",152.472,5.7375006
"9445","C1=C(C=C(C(=C1Cl)O)C(=O)O)Cl",69.065,4.4991735
"9447","C1=CC(=C(C=C1Cl)C(=O)O)O",75.034,5.1745257
"9448","CN(C)C1=C(C=C(C=C1)N=NC2=CC=CC=C2)F",170.924,3.3432927
"9450","C1=CC=C2C(=C1)C=CC=C2F",92.494,4.775355
"9452","CCN(C1=CC=CC=C1)C(=N)N",141.765,5.4547887
"9453","CCOP(=O)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C",196.031,4.4371347
"9454","CC1=C(C(=O)OC2=C1C=CC(=C2)OP(=O)(OCCCl)OCCCl)Cl",186.214,4.4436651
"9456","CN(C1=CC=CC=C1)C(=N)N",123.054,5.4860802
"9457","CC(C(C1=CC=CC=C1)O)NC",156.059,6.3924453
"9458","CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O",111.393,5.6248512
"9460","C1=CC=C(C=C1)CN(C2=CC=CC=C2)C(=N)N",176.772,5.1293571
"9461","C1=CC=C(C=C1)C2=CC=C(C=C2)F",115.141,5.3407788
"9462","C1=CC(=CC=C1C2=CC=C(C=C2)F)N",126.461,4.9007931
"9463","C1=CC=C2C=C(C=CC2=C1)OCCF",133.912,4.549512
"9464","C1=CC=C2C=C(C=CC2=C1)NC(=O)CF",130.613,4.5832524
"9465","C1=CC=C(C(=C1)CC(C(=O)O)N)F",121.665,5.9783091
"9466","CCCCN(CCCC)C(=O)CF",195.369,7.1320131
"9468","CCCN(CCC)CCOC(=O)C1=CC=C(C=C1)F",233.592,4.3628514
"9470","C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O",164.934,5.2947939
"9471","C1=CC=C(C=C1)C(=O)OCCCCF",148.328,5.8008999
"9472","C1=CC=C(C=C1)C(=O)CCCCCCCCF",219.505,5.248809
"9473","CC(=O)OCC1=CC2=C(C=C1)OCO2",125.044,5.5176438
"9474","C1=C(C(=CC(=C1F)F)F)F",47.468,5.9592621
"9475","CCCCC(C(=O)O)N",129.026,7.2479277
"9476","C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O",226.054,4.1236755
"9477","CCOP(=S)(CC)OC1=CC(=C(C=C1Cl)Cl)Cl",142.816,5.6577753
"9478","CC1=CC(=NO1)C(=O)NNCC2=CC=C(C=C2)N(C)C",209.338,3.9255867
"9480","C1=C(C=C(C=C1C(F)(F)F)N)C(F)(F)F",86.59,5.1097659
"9481","C1=CC(=C(C=C1C(F)(F)F)Cl)Cl",60.022,5.9271543
"9482","CN(C)C1=CC=C(C=C1)N=NC2=CC=CC(=C2)C(F)(F)F",180.999,3.2828865
"9483","C1=CC(=CC(=C1)N=C=O)C(F)(F)F",74.403,5.7056649
"9485","CC(C)CN(CC(C)C)C(=N)N",200.401,7.1009937
"9487","C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=N)N",195.799,5.5277115
"9492","C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]",75.644,3.8515755
"9494","CCCN(CCC)C(=N)N",162.924,7.0008609
"9496","CCCCN(CCCC)C(=N)N",200.783,7.2204456
"9497","CC(=NO)C1=CC=C(C=C1)F",97.719,5.0705835
"9498","C1CCC(=NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C1",163.719,4.0907514
"9499","C1CCC(=NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])CC1",182.893,4.067895
"9500","C1=CC(=NC=C1C(=O)N)N",89.001,5.2871751
"9501","CN(C)C(=O)NC1=CC(=CC=C1)F",129.177,5.803893
"9502","CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC",126.256,5.5410444
"9503","CC(C)C1=CC(=CC(=C1)OC(=O)NC)C(C)C",219.044,6.2857821
"9504","C1=CC=C(C=C1)NC(=O)CF",99.553,5.6313816
"9506","CN(CC1=CC=CC=C1)C(=N)N",142.045,5.746752
"9508","CC1=CC(=NC(=O)N1)C",90.983,4.884195
"9509","C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]",156.663,4.2164616
"9510","C1=CC(=CC(=C1)Cl)NCC(F)F",101.2,5.5282557
"9511","CCCCC(CC)COC(=O)CF",187.922,7.7450544
"9512","CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2F",171.05,3.2866959
"9513","C1CCN(CC1)CCC2=CC=CC=C2",194.938,5.4749241
"9514","CN(C)C(=O)NC1=CC=C(C=C1)F",129.154,5.5366908
"9515","COC1=CC=C(C=C1)NC(=O)CF",121.759,5.2983312
"9516","CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)F",171.062,3.3100965
"9517","C(CCCC(=O)OCCF)CCCF",184.062,7.7366193
"9518","CCOC(=O)CCCCCCCF",188.269,7.7129466
"9519","C(CCC(=O)CF)CCF",123.418,6.2787075
"9520","COC(=O)CCCCCF",131.912,7.7319936
"9527","CC(C)(CCCCF)CCC(=O)O",187.512,7.6941717
"9528","C(C(F)(F)F)OCC(F)(F)F",64.214,9.7022697
"9529","CCOCCP(=S)(C1=CC=C(C=C1)C)S",174.27,4.9669134
"9530","CCOC(=O)CC(=O)CCCCCF",176.745,6.0700068
"9531","C(CCCF)CCC(=O)CCCCCF",217.778,6.3200667
"9533","C(CCl)NCCCl",89.189,7.0522878
"9534","C(CCCF)CCC(=O)O",131.842,7.665057
"9535","CC(=O)OCCCCCF",131.755,7.7026068
"9536","CCCCCCCCC(=O)CF",183.743,6.2705445
"9537","C(CCCF)CCC#N",121.151,9.4807803
"9538","CC(=O)CCCCCCCCF",183.976,6.3331275
"9540","C(CCCF)CCN=C=S",123.03,6.3070059
"9541","CCCCCCCCCCF",196.107,10.25817
"9542","C(CCCCC(=O)O)CCCCF",188.667,7.5075111
"9543","C(CCCCCBr)CCCCF",190.51,7.314048
"9544","C(CCCCCCl)CCCCF",191.284,8.5670685
"9545","C(CCCCCF)CCCCF",191.426,10.1444322
"9546","C(CCCCCF)CCCCO",199.185,9.0293664
"9547","CCCCCCCCCC(=O)F",184.278,7.6685943
"9548","CCCCCCCCCCCCF",233.134,10.1417112
"9550","C=[N+]=[N-]",22.323,4.7252886
"9551","C([N+](=O)[O-])(F)(F)F",20.617,6.2577558
"9552","C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F",74.334,9.0048774
"9553","C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F",70.222,9.8913792
"9554","C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O",85.376,7.1842563
"9555","C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O",104.325,7.2179967
"9556","C1=CC=C(C=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F",109.293,5.3214597
"9560","CC(=CC(=O)OC)OP(=O)(OC)OC",143.473,5.8430754
"9561","C(C(C(F)(F)F)Cl)Cl",44.929,8.1366063
"9562","CC12CC(C3(C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC43C)F)O",301.79,4.8284145
"9563","CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O",327.944,4.8523593
"9566","C(CF)OC(C(Cl)(Cl)Cl)Cl",65.227,7.0234452
"9567","CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl",152.393,5.0757534
"9570","CSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O",177.265,4.9239216
"9571","C1=CC=C(C(=C1)CC(C(=O)O)N)N(CCCl)CCCl",202.873,5.7693363
"9573","C1=CC=C2C(=C1)C=CC=C2NC(=O)OCCF",153.34,4.4681541
"9574","CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2F)F)F",161.091,3.2766282
"9575","CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)F",156.02,4.6159044
"9576","CN(C)CC1=CNC2=C1C=C(C=C2)F",148.29,5.1252756
"9577","C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N",141.576,5.186226
"9578","C1(=C(C(=C(C(=C1F)F)Br)F)F)F",37.671,6.0827955
"9579","C1(=C(C(=C(C(=C1F)F)Cl)F)F)F",37.789,6.2308179
"9580","C1=CC=C(C(=C1)CCl)F",75.173,5.9168145
"9582","C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)F)F",117.937,4.9271868
"9583","C1=CC=C(C(=C1)F)Cl",56.103,6.1815678
"9584","C1=CC=C(C(=C1)N)F",72.726,5.6643057
"9586","CCNCC(C1=CC(=CC=C1)F)O",151.563,6.1927239
"9587","CN(C)C1=CC=C(C=C1)N=NC2=C(C=CC(=C2)F)F",166.413,3.2252013
"9589","CC(=O)C1=CN=CC=C1",84.287,4.9690902
"9590","C1=CC(=CC=C1[N+](=O)[O-])F",64.57,5.0860932
"9591","C1=CC=C(C=C1)CF",79.959,6.5208765
"9592","CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC(=C2)F)F",166.396,3.2823423
"9594","CC(=O)NC1=CC(=CC=C1)F",98.798,5.6504286
"9595","CC(=O)NC1=CC=CC(=C1)C(F)(F)F",107.499,5.6224023
"9596","C1=CC=C(C=C1)NCC(F)(F)F",101.58,5.6082531
"9597","CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)F)F",166.428,3.2695536
"9598","CN(C)C1=CC=C(C=C1)N=NC2=CC(=C(C=C2)F)F",166.46,3.286968
"9600","CCN(CC)CCOC(=O)COC1=CC=C(C=C1)F",218.424,5.6183208
"9601","CC(=O)NC1=CC=C(C=C1)F",98.848,5.6332863
"9602","C1=CC(=CC=C1CCl)F",75.089,6.0074238
"9603","CC1=CC=C(C=C1)F",79.189,6.154902
"9604","C1=CC(=CC=C1F)Cl",56.038,5.9959956
"9606","CC1=CC(=CC=C1)F",79.192,6.3622422
"9607","CCOC(=O)CC(=O)CCCCCCCCCF",252.05,5.9652483
"9608","CC(=C)C(=O)OCC(F)(F)F",88.285,6.168507
"9609","CCSCC",88.746,7.1864331
"9611","CCOC(=O)CCCCCCCCCF",226.012,7.7096814
"9612","C#CCCCCCF",108.88,8.5967274
"9613","C(CCF)CN=C=O",87.326,8.0593299
"9615","COCCCCCCF",143.096,9.1167105
"9616","C(CCCC(=O)O)CCCF",150.626,7.662336
"9617","C(CCCCCCBr)CCCCCF",228.651,7.3551351
"9618","C(CCCCCCF)CCCCCF",229.571,10.2328647
"9619","C(CCCCCCF)CCCCCO",237.549,8.7063837
"9620","CCF",45.396,11.5340469
"9624","C(F)(Cl)(Cl)Br",10.03,6.1842888
"9626","CC(C)(C)F",81.968,10.7460453
"9627","C[Si](C)(F)F",55.103,10.2176271
"9628","C(C(F)(F)Br)(F)Cl",25.514,7.1094288
"9629","C(=O)(C(Cl)(Cl)Cl)F",17.626,6.7910718
"9630","C(C(F)(F)Cl)(Cl)Cl",24.889,7.7366193
"9631","C(C(F)(F)Cl)(F)Cl",25.772,8.1662652
"9632","C(C(F)(F)Cl)(F)F",26.709,9.107187
"9633","C(C(F)(F)F)(F)F",27.657,11.9304966
"9634","C(C(F)(Cl)Br)(F)(F)Br",19.005,2.9865696
"9635","C(C(Cl)(Cl)Cl)(F)(F)F",19.278,7.2884706
"9637","C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F",64.887,9.052767
"9638","C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F",41.746,10.7849556
"9639","C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F",60.72,10.0832097
"9640","C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(F)F",55.364,9.1077312
"9641","C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O",73.531,8.8960374
"9643","C1(C(C(C1(F)Cl)(F)Cl)(F)F)(F)F",33.665,7.2465672
"9644","CCOC(=O)C(C(C(F)(F)F)(F)F)(F)F",85.05,7.2577233
"9646","CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O",224.885,4.9968444
"9647","CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4=O)C)O)F",271.633,4.6071972
"9648","CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4",351.057,4.6319583
"9649","COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC",306.514,4.9473222
"9650","CCC1(C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)CC",190.336,5.8196748
"9651","CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O",235.029,4.0287126
"9658","C(C(F)(F)F)(OC(C(F)(F)F)(F)F)(F)F",45.132,11.901654
"9659","CCCCOC(C(F)F)(F)F",110.609,10.3471467
"9660","CC[Si](CC)(CC)F",133.63,9.0916773
"9661","C#CCC1(CCCCC1)OC(=O)N",159.002,8.2840845
"9662","C(=C(F)Cl)F",20.511,7.1366388
"9663","C(C(=O)Cl)F",28.668,6.8789601
"9664","C(=C(F)F)Cl",20.614,7.246023
"9665","C(=C(F)F)F",21.294,7.6457379
"9666","C(C(Cl)Cl)(F)Cl",29.813,7.8895395
"9667","C(C(F)F)(F)F",32.534,11.3762289
"9668","C(=O)(C(=O)F)F",17.956,5.8253889
"9669","CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O",280.275,5.4700263
"9672","COC(=C(C(F)(F)F)C(F)(F)F)F",62.353,6.8212749
"9673","COC(=O)C(C(F)(F)F)C(F)(F)F",71.353,7.5836991
"9674","CCOC(=C(C(F)(F)F)C(F)(F)F)F",81.019,6.7796436
"9676","CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=CON=C5C4)C",323.355,6.5380188
"9678","C(=C(C(F)(F)F)F)(C(F)(F)F)F",36.061,6.6988299
"9679","C1=NC(=C(N1)C(=O)N)N",78,5.3698935
"9681","CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C",301.144,4.3982244
"9684","CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)O)O",258.845,5.6313816
"9685","CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)O)O",243.695,5.0281359
"9686","CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)O",262.658,4.8333123
"9688","C1=CC=C(C=C1)C2=CC(=O)C=CC2=O",111.343,3.3201642
"9689","C1=CC=C(C=C1)CN2C3=CC=CC=CC3=NC2=O",158.3,3.8608269
"9690","C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C(F)(F)F",148.141,4.4999898
"9691","CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O",329.49,5.8836183
"9692","C1=CC=C(C(=C1)C(=O)CCN)N",133.927,4.2346923
"9695","CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)O",164.012,4.5037992
"9696","C1=C(C(=C(C(=C1F)F)F)F)F",42.925,6.2436066
"9697","C1=C(C=C(C(=C1F)N)[N+](=O)[O-])F",71.171,3.6537588
"9699","CCN(CC)C(=O)CF",120.77,6.7630455
"9700","CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O",185.944,5.4332928
"9701","CC(C(C1=CC=C(C=C1)O)O)NC",159.103,5.3029569
"9702","CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C",217.395,4.5633891
"9705","C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl",306.534,5.5228137
"9706","C1=CC=C(C(=C1)F)F",56.735,6.3421068
"9707","C1=CC=C(C(=C1)O)F",64.7,6.0202125
"9708","C1=CC(=C(C=C1N)Cl)F",67.454,5.2694886
"9709","C1=CC(=C(C=C1F)F)N",68.112,5.3905731
"9711","CC(C)SC1C(C(C(C(O1)CO)O)O)O",186.137,7.1015379
"9712","C1=CC=C(C=C1)[Si](F)(F)F",68.938,6.2743539
"9713","C1(=NC(=NC(=N1)F)F)C(F)(F)F",39.115,6.3214272
"9714","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)C(F)(F)F",124.454,4.7674641
"9715","C1(=NC(=NC(=N1)C(F)(F)F)C(F)(F)F)C(F)(F)F",57.536,5.7532824
"9716","C1=CC=C(C=C1)[As](F)F",65.374,5.8917813
"9719","C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl",144.122,4.9780695
"9720","C1=CC(=CC(=C1)NC2=CC=C(C=C2)[N+](=O)[O-])C(F)(F)F",139.606,3.8600106
"9721","C1=CC=C(C=C1)SC(=O)CF",89.341,5.820219
"9722","C1=CC=C(C=C1)NC(=O)OCC(F)(F)F",112.87,5.8931418
"9723","C1CCC(=NNC(=O)C(=O)NN=C2CCCCC2)CC1",239.669,5.0564343
"9726","C1=CC(=CC=C1NC(=O)CF)[N+](=O)[O-]",102.777,4.5078807
"9727","CNCCC1=CC=C(C=C1)O",137.081,5.8215795
"9728","CCOC(=O)C=CCF",97.711,6.2286411
"9729","C(CC(=O)OCCCl)CF",108.178,7.6443774
"9730","C(CC(=O)OCCF)CF",108.977,7.719477
"9731","C1=CC(=CC=C1N)F",72.654,5.3200992
"9732","C1=CC(=CC=C1O)F",64.553,5.6373678
"9733","CC(C)CNC(=O)CF",120.67,7.5374421
"9736","C(CCC(=O)O)CCF",112.991,7.6672338
"9737","C(CF)O",49.165,9.0832422
"9739","C(CCS(=O)(=O)Cl)CF",86.954,6.3421068
"9740","C(C#N)C(=O)O",41.919,7.6280514
"9741","C1=CC(=CC(=C1)F)F",56.699,6.3777519
"9742","C1=CC(=CC(=C1)F)N",72.672,5.7423984
"9743","C1=CC(=CC(=C1)F)O",64.581,6.09504
"9744","CCOC(=O)CC(=O)CF",100.997,6.2237433
"9745","C1=C(C=C(C=C1F)F)F",52.046,6.7268562
"9746","C1=CC=NC(=C1)F",53.952,6.2017032
"9749","CCOC(=O)CNC(=O)CF",113.093,6.780732
"9750","C(CC(C(=O)O)N)CNC(=O)N",141.498,7.3224831
"9751","C(COC(=O)CF)OC(=O)CF",101.01,7.4503701
"9752","C(CCF)C[N+](=O)[O-]",86.251,6.0969447
"9753","C(CCF)CF",79.067,11.3307882
"9755","C(CCF)CO",86.881,9.0846027
"9757","CC(=O)NCCCCF",120.931,7.4890083
"9758","CC(=O)OCCCCF",112.985,7.7162118
"9759","CC(=O)SCCCCF",110.881,6.4234647
"9760","CCCCCCF",120.625,10.7797857
"9761","C=CCCCCF",105.354,7.4960829
"9762","C#CCCCCF",90.105,8.5461168
"9763","C(COCCF)O",90.485,9.0680046
"9764","CCOC(=O)CCCCCCCCCCCF",263.786,7.5586659
"9765","C(CCCBr)CCF",115.699,7.3701006
"9767","C(CCC#N)CCF",102.325,9.5357445
"9768","C(CCCF)CCO",124.469,9.1567092
"9769","C(CCC=O)CCF",108.919,6.3402021
"9770","COCCCCCF",124.297,9.2946639
"9771","C(COCCOCCF)O",131.672,8.927601
"9773","C(C(F)(F)F)N",48.065,8.7529128
"9774","CC(C(F)(F)F)O",58.384,9.784716
"9775","C(C(F)(Cl)Cl)(F)(F)F",20.84,7.9983795
"9776","C(C(C(C(F)(F)F)(F)F)(F)F)O",59.05,9.1101801
"9777","C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O",47.44,7.2114663
"9778","C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F",75.172,9.7588665
"9779","C(C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O",111.398,8.418774
"9780","C(C(C(C(F)(F)F)(F)F)(F)F)N=C=O",59.497,8.1278991
"9782","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C",320.787,4.8167142
"9783","COC(=O)C(C(F)(F)F)(F)F",56.8,7.3594887
"9784","CCC1(C(=O)NC(=O)NC1=O)C2=CC(=CC=C2)Cl",148.037,5.3010522
"9785","CCC1(C(=O)NC(=O)NC1=O)C2=CC=C(C=C2)O",156.603,4.862427
"9788","C(C(=O)O)(F)F",33.35,7.254186
"9789","C=C(C#N)C(F)(F)F",39.927,6.3086385
"9790","CC(C(CCl)Cl)(F)F",67.906,8.1415041
"9791","CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4=O)C",261.899,4.965825
"9792","CC1CC2(C(=CC1=O)CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F)C",335.745,5.0216055
"9793","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C",317.308,4.8082791
"9794","CCOC(=O)C(F)(F)F",65.41,7.4397582
"9795","C1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-]",74.35,5.1747978
"9796","C1=CC(=C(C(=C1)F)C(=O)O)F",67.743,5.6640336
"9797","C1=CC2=C3C(=C1)C4=C(C5=CC=CC(=C53)C=C2)C6=CC=CC7=C6C8=C(C=CC=C84)C=C7",238.641,3.3343134
"9798","C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2C5=CC=CC6=C5C7=C(C=CC=C74)C=C6",230.187,3.5634216
"9799","CC1CC2C3CC(C4=CC(=O)CCC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F",336.018,4.8880044
"9800","COC1=CC(=CC(=C1OC)OC)C(=O)OCCN2CCN(CC2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl",421.969,4.1968704
"9801","CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3",297.122,5.607981
"9802","C1C2=C(C=CC(=C2)NC(=O)C(F)(F)F)C3=C1C=C(C=C3)NC(=O)C(F)(F)F",171.893,4.2134685
"9805","C1(=C(C(=C(C(=C1F)F)F)F)F)F",38.37,6.5214207
"9806","C1=CC=C(C(=C1)C(F)(F)F)Br",65.765,5.8931418
"9807","C1=CC=C(C(=C1)C(F)(F)F)F",66.634,6.1878261
"9808","C1=CC=C(C(=C1)C(=O)Cl)F",63.494,5.2041846
"9809","C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])C(F)(F)F",71.918,5.0820117
"9810","CN(C)CCN(CC1=CC=C(C=C1)F)C2=CC=CC=N2",224.317,4.9660971
"9811","C1=CC(=CC=C1C2=CC=C(C=C2)F)F",110.492,5.3247249
"9812","CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)F",152.656,4.878753
"9813","CC(=O)NC1=C(C=CC(=C1)Cl)F",93.616,5.5070319
"9814","C1=CC2=C(C=C1C(F)(F)F)NC(=N2)C(F)(F)F",87.417,5.3889405
"9815","C(=C(C(F)(F)F)Cl)C(F)(F)F",39.78,6.4163901
"9816","C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])O",77.678,4.8031092
"9817","C1=CC(=CC(=C1)Br)C(F)(F)F",65.18,5.9257938
"9818","C1=CC=C(C(=C1)C(F)(F)F)C(F)(F)F",75.827,6.3233319
"9821","C1=CC(=CC=C1C(F)(F)F)[N+](=O)[O-]",73.816,5.1832329
"9822","CC1=CC(=NN1)C(=O)O",76.638,6.2757144
"9823","C1=CC(=CC(=C1)F)[N+](=O)[O-]",64.534,4.846101
"9825","C1=CC(=C(C=C1[N+](=O)[O-])F)O",67.861,4.574001
"9827","C1=CC(=CC=C1C(CN)O)F",114.335,6.163065
"9828","CC(=O)C1=CC=C(C=C1)F",87.135,5.3119362
"9829","C1=CC=C(C=C1)OC(=O)CF",91.074,6.1532694
"9830","C1=CC(=CC=C1NC(=O)C(F)(F)F)Cl",84.958,5.2313946
"9831","CC1=CC=C(C=C1)NC(=O)CF",118.009,5.5021341
"9832","C1=CC(=CC=C1NC(=O)CF)Cl",94.253,5.4351975
"9833","C1=CC(=CC=C1NC(=O)CF)F",94.884,5.5824036
"9834","C1=CC(=CC(=C1)F)N=C=S",63.222,4.9543968
"9835","C1=C(OC(=C1)[N+](=O)[O-])C=NN(CCO)C(=O)N",136.224,3.7220559
"9836","C1=CC(=CC=C1CSC2=CC=C(C=C2)F)Cl",130.293,5.4479862
"9837","C1=CC(=CC=C1CC(=O)O)F",91.051,5.9225286
"9838","CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(F)(F)F",180.402,3.2469693
"9839","CC(C)OC(=O)CF",93.621,7.6721316
"9840","C(CF)OC(=O)OCCF",93.975,8.8402569
"9841","COC(=O)CCCF",94.293,7.7371635
"9842","C=CCOC(=O)CF",78.757,7.3317345
"9843","C(CCl)SC(=O)CF",68.394,6.3048291
"9844","C=COCC(F)(F)F",62.166,7.3926849
"9845","C(=O)(C(F)(F)F)OC(=O)C(F)(F)F",40.469,6.5693103
"9846","C(CCC(=O)OCCF)CCBr",145.409,7.3570398
"9847","C(C=CCF)F",63.513,7.3877871
"9848","C(CC#N)CF",64.71,9.5822736
"9849","CCCCCCC(F)F",135.136,10.8603273
"9850","C(CN=C=O)CF",68.546,8.0715744
"9851","CCOC(=O)CCCCCCCCCCCCCCCF",338.228,7.7371635
"9852","C(CCCF)CC[N+](=O)[O-]",124.352,6.1445622
"9853","C(CCCS)CCF",121.556,7.1347341
"9854","C#CCCCCCCF",127.795,8.3929245
"9855","C(CCCO)CCCF",143.122,9.2290878
"9856","C(CCCCF)CCCO",162.071,8.8881465
"9858","C(CCCCCCCCC(=O)O)CCCCCCCCF",337.412,7.4966271
"9859","C(CCCCCCCCF)CCCCCCCF",304.289,10.3746288
"9860","C(CCCCCCCCCF)CCCCCCCCF",341.919,9.6799575
"9861","C(CCCCCCCCCF)CCCCCCCCO",349.793,8.9817489
"9862","CC(=CCCC(=O)C)C",134.719,5.8939581
"9863","[C-]#[Si+]",3.034,1.374105
"9864","C(#N)N",22.935,8.0152497
"9865","C1CS1",36.878,6.3627864
"9866","C[As](F)F",29.482,6.9649437
"9867","CC(C)F",63.792,11.1454881
"9868","CC(F)(F)F",36.185,13.0733166
"9869","C[Si](C)(C)F",77.051,9.9896073
"9870","COS(=O)(=O)F",38.762,9.2157549
"9871","CC(=O)C(F)(F)F",43.038,6.1581672
"9872","C(C(C(F)(F)F)(F)F)O",49.509,9.4641822
"9873","C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F",78.416,7.2103779
"9874","CCOC(=O)C(C(C(C(=O)OCC)(F)F)(F)F)(F)F",137.864,7.1499717
"9875","CC1CC2C3C=C(C4=CC(=O)CCC4(C3CCC2(C1(C(=O)C)OC(=O)C)C)C)Cl",338.696,4.4618958
"9876","C(C([N+](=O)[O-])(F)Cl)([N+](=O)[O-])(F)F",36.49,5.9306916
"9877","COC(C(F)Cl)(F)F",53.381,8.8119585
"9878","CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O",317.098,4.7595732
